Date,Open,High,Low,Close,Adj Close,Volume
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.345234,98217600
2018-09-26,55.25,55.9375,54.939999,55.105,52.920273,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.007885,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.197552,91717600
2018-10-01,56.987499,57.355,56.587502,56.814999,54.562473,94403200
2018-10-02,56.8125,57.5,56.657501,57.32,55.04747,99152800
2018-10-03,57.512501,58.3675,57.445,58.017502,55.717308,114619200
2018-10-04,57.695,58.087502,56.682499,56.997501,54.737755,128168000
2018-10-05,56.990002,57.102501,55.145,56.072498,53.849422,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,53.724583,118655600
2018-10-09,55.91,56.817501,55.5625,56.717499,54.468845,107564000
2018-10-10,56.365002,56.587502,54.012501,54.09,51.945518,167962400
2018-10-11,53.630001,54.875,53.080002,53.612499,51.486954,212497600
2018-10-12,55.105,55.720001,54.209999,55.5275,53.326035,161351600
2018-10-15,55.290001,55.4575,54.317501,54.34,52.185612,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.335632,116736000
2018-10-17,55.575001,55.66,54.834999,55.297501,53.10516,91541600
2018-10-18,54.465,54.935001,53.25,54.005001,51.863895,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.653782,132314800
2018-10-22,54.947498,55.84,54.735001,55.162498,52.975502,115168400
2018-10-23,53.9575,55.8125,53.674999,55.682499,53.47488,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.640606,163702000
2018-10-25,54.427502,55.345001,54.1875,54.950001,52.771427,119423200
2018-10-26,53.974998,55.047501,53.1675,54.075001,51.931114,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,50.956345,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.210846,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715,52.545746,153435600
2018-11-01,54.762501,55.59,54.202499,55.555,53.35244,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,49.813538,365314800
2018-11-05,51.075001,51.0975,49.5425,50.397499,48.39941,264654800
2018-11-06,50.48,51.18,50.422501,50.942501,48.922806,127531600
2018-11-07,51.4925,52.514999,51.032501,52.487499,50.406559,133697600
2018-11-08,52.494999,52.529999,51.6875,52.122501,50.230682,101450400
2018-11-09,51.387501,51.502499,50.5625,51.1175,49.26215,137463200
2018-11-12,49.75,49.962502,48.447498,48.5425,46.780621,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.313217,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.00499,243204000
2018-11-15,47.0975,47.9925,46.724998,47.852501,46.115658,185915200
2018-11-16,47.625,48.7425,47.365002,48.3825,46.626419,147713200
2018-11-19,47.5,47.674999,46.247501,46.465,44.778526,167701200
2018-11-20,44.592499,45.3675,43.877499,44.244999,42.639095,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195,42.590916,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.509151,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.070507,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,41.978958,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.593163,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.258278,167080000
2018-11-30,45.072498,45.0825,44.2575,44.645,43.024582,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.527958,163210000
2018-12-04,45.237499,45.5975,44.067501,44.172501,42.569229,165377200
2018-12-06,42.939999,43.695,42.605,43.68,42.094604,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.593632,169126400
2018-12-10,41.25,42.522499,40.8325,42.400002,40.861073,248104000
2018-12-11,42.915001,42.947498,41.75,42.157501,40.627361,189126800
2018-12-12,42.599998,42.98,42.255001,42.275002,40.740604,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.186314,127594400
2018-12-14,42.25,42.27,41.32,41.369999,39.868446,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.497429,177151600
2018-12-18,41.345001,41.8825,41.0975,41.517502,40.010597,135366000
2018-12-19,41.5,41.862499,39.772499,40.2225,38.7626,196189200
2018-12-20,40.099998,40.5275,38.825001,39.2075,37.784439,259092000
2018-12-21,39.215,39.540001,37.407501,37.682499,36.314789,382978400
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.375179,148676800
2018-12-26,37.075001,39.307499,36.68,39.2925,37.866352,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.620602,212468400
2018-12-28,39.375,39.630001,38.637501,39.057499,37.639889,169165600
2018-12-31,39.6325,39.84,39.119999,39.435001,38.003677,140014000
2019-01-02,38.7225,39.712502,38.557499,39.48,38.047047,148158800
2019-01-03,35.994999,36.43,35.5,35.547501,34.257271,365248800
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.719704,234428400
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.640198,219111200
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.319607,164101200
2019-01-09,37.822498,38.6325,37.407501,38.327499,36.936375,180396400
2019-01-10,38.125,38.4925,37.715,38.450001,37.054428,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.690639,108092800
2019-01-14,37.712502,37.817501,37.305,37.5,36.138912,129756800
2019-01-15,37.567501,38.3475,37.512501,38.267502,36.878559,114843600
2019-01-16,38.27,38.970001,38.25,38.735001,37.32909,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965,37.550739,119284800
2019-01-18,39.375,39.470001,38.994999,39.205002,37.782032,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.933971,121576000
2019-01-23,38.537498,38.785,37.924999,38.48,37.083347,92522400
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.789413,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.008495,134142000
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.65675,104768400
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.266445,166348800
2019-01-30,40.8125,41.537498,40.057499,41.3125,39.813034,244439200
2019-01-31,41.5275,42.25,41.139999,41.610001,40.099735,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.119011,130672400
2019-02-04,41.852501,42.915001,41.82,42.8125,41.258595,125982000
2019-02-05,43.215,43.77,43.087502,43.544998,41.964504,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,41.978958,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.18391,126966800
2019-02-08,42.247501,42.665001,42.105,42.602501,41.2323,95280000
2019-02-11,42.762501,42.802502,42.3125,42.357498,40.995171,83973600
2019-02-12,42.525002,42.75,42.424999,42.7225,41.348438,89134000
2019-02-13,42.8475,43.119999,42.48,42.544998,41.176643,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.326653,87342800
2019-02-15,42.8125,42.924999,42.4375,42.605,41.234715,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.358105,75891200
2019-02-20,42.797501,43.330002,42.747501,43.0075,41.624268,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.389568,68998800
2019-02-22,42.895,43.25,42.845001,43.2425,41.851707,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.156582,87493600
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.180782,68280800
2019-02-27,43.302502,43.75,43.182499,43.717499,42.311432,111341600
2019-02-28,43.580002,43.727501,43.23,43.287498,41.89526,112861600
2019-03-01,43.57,43.787498,43.2225,43.7425,42.335632,103544800
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.548561,109744800
2019-03-05,43.985001,44.0,43.634998,43.8825,42.471123,78949600
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.226753,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125,41.737988,99185600
2019-03-08,42.580002,43.267502,42.375,43.227501,41.837193,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.286533,128044000
2019-03-12,45.0,45.6675,44.842499,45.227501,43.772865,129870400
2019-03-13,45.5625,45.825001,45.23,45.427502,43.966442,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.455193,94318000
2019-03-15,46.212502,46.8325,45.935001,46.529999,45.033478,156171600
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.493195,104879200
2019-03-19,47.087502,47.247501,46.48,46.6325,45.132679,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.527081,124140800
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.203857,204136800
2019-03-22,48.834999,49.422501,47.695,47.762501,46.226337,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.667412,175381200
2019-03-26,47.915001,48.220001,46.145,46.697498,45.195587,199202000
2019-03-27,47.1875,47.439999,46.637501,47.1175,45.602077,119393600
2019-03-28,47.237499,47.389999,46.8825,47.18,45.662575,83121600
2019-03-29,47.4575,47.52,47.134998,47.487499,45.960175,94256000
2019-04-01,47.91,47.919998,47.095001,47.810001,46.272312,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,46.944965,91062800
2019-04-03,48.3125,49.125,48.287498,48.837502,47.266762,93087200
2019-04-04,48.697498,49.092499,48.285,48.922501,47.34903,76457200
2019-04-05,49.112499,49.275002,48.982498,49.25,47.665993,74106400
2019-04-08,49.105,50.057499,49.084999,50.025002,48.416069,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875,48.270893,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.541878,86781200
2019-04-11,50.212502,50.25,49.610001,49.737499,48.137817,83603200
2019-04-12,49.799999,50.035,49.052502,49.717499,48.118458,111042800
2019-04-15,49.645,49.962502,49.502499,49.807499,48.20557,70146400
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.210407,102785600
2019-04-17,49.884998,50.845001,49.6525,50.782501,49.149216,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965,49.32584,96783200
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.487946,77758000
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.201729,93292000
2019-04-24,51.84,52.119999,51.762501,51.790001,50.124302,70162400
2019-04-25,51.7075,51.939999,51.279999,51.32,49.669415,74172800
2019-04-26,51.224998,51.25,50.529999,51.075001,49.432297,74596400
2019-04-29,51.099998,51.4925,50.965,51.1525,49.507301,88818800
2019-04-30,50.764999,50.849998,49.7775,50.1675,48.553993,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,50.937286,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.605808,127985200
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.23489,83569600
2019-05-06,51.072498,52.209999,50.875,52.119999,50.443691,129772400
2019-05-07,51.470001,51.855,50.2075,50.715,49.083878,155054800
2019-05-08,50.474998,51.334999,50.4375,50.724998,49.093548,105358000
2019-05-09,50.099998,50.419998,49.165001,50.18,48.56609,139634400
2019-05-10,49.355,49.712502,48.192501,49.294998,47.89328,164834800
2019-05-13,46.927502,47.369999,45.712502,46.43,45.109741,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,45.823841,146118800
2019-05-15,46.567501,47.9375,46.505001,47.73,46.37278,106178800
2019-05-16,47.477501,48.1175,47.209999,47.52,46.168758,132125600
2019-05-17,46.732498,47.724998,46.689999,47.25,45.906425,131516400
2019-05-20,45.880001,46.087502,45.07,45.772499,44.470936,154449200
2019-05-21,46.305,47.0,46.174999,46.650002,45.323498,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695,44.395638,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.637817,146118800
2019-05-24,45.049999,45.535,44.654999,44.7425,43.47023,94858800
2019-05-28,44.73,45.147499,44.477501,44.557499,43.290497,111792800
2019-05-29,44.105,44.837502,44.0,44.345001,43.084038,113924800
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.307499,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.522957,108174400
2019-06-03,43.900002,44.48,42.567501,43.325001,42.093025,161584400
2019-06-04,43.860001,44.9575,43.630001,44.91,43.632973,123872000
2019-06-05,46.07,46.247501,45.285,45.634998,44.337357,119093600
2019-06-06,45.77,46.3675,45.537498,46.305,44.988289,90105200
2019-06-07,46.627499,47.98,46.442501,47.537498,46.185749,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145,46.77597,104883600
2019-06-11,48.715,49.0,48.400002,48.702499,47.317623,107731600
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.167038,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.157314,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,46.814835,75046000
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.094166,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.201748,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.060867,84496800
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.447067,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695,48.281898,191202400
2019-06-24,49.634998,50.040001,49.5425,49.645,48.233322,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.502235,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.529652,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.515087,83598800
2019-06-28,49.669998,49.875,49.262501,49.48,48.073013,124442400
2019-07-01,50.7925,51.122501,50.162498,50.387501,48.954716,109012000
2019-07-02,50.352501,50.782501,50.34,50.682499,49.241329,67740800
2019-07-03,50.82,51.110001,50.672501,51.102501,49.649387,45448000
2019-07-05,50.837502,51.27,50.724998,51.057499,49.605652,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.583099,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,48.879421,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.36277,71588400
2019-07-11,50.827499,51.0975,50.427502,50.4375,49.003284,80767200
2019-07-12,50.612499,51.0,50.549999,50.825001,49.379776,70380800
2019-07-15,51.022499,51.467499,51.0,51.302502,49.843697,67789600
2019-07-16,51.147499,51.5275,50.875,51.125,49.671238,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.391911,56430000
2019-07-18,51.0,51.470001,50.924999,51.415001,49.952995,74162400
2019-07-19,51.447498,51.625,50.59,50.647499,49.207302,83717200
2019-07-22,50.912498,51.807499,50.9025,51.805,50.331902,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.72538,73420800
2019-07-24,51.9175,52.287498,51.7925,52.1675,50.684101,59966400
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.283333,55638400
2019-07-26,51.869999,52.432499,51.785,51.935001,50.45821,70475600
2019-07-29,52.115002,52.66,52.110001,52.419998,50.929413,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195,50.710815,135742800
2019-07-31,54.105,55.342499,52.825001,53.259998,51.745533,277125600
2019-08-01,53.474998,54.5075,51.685001,52.107498,50.625797,216071600
2019-08-02,51.3825,51.607498,50.407501,51.005001,49.554649,163448400
2019-08-05,49.497501,49.662498,48.145,48.334999,46.960575,209572000
2019-08-06,49.077499,49.517502,48.509998,49.25,47.849556,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.345051,133457600
2019-08-08,50.049999,50.8825,49.8475,50.857498,49.411339,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.004169,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,48.879833,89927600
2019-08-13,50.255001,53.035,50.119999,52.2425,50.949818,188874000
2019-08-14,50.790001,51.610001,50.647499,50.6875,49.433292,146189600
2019-08-15,50.865002,51.285,49.9175,50.435001,49.187035,108909600
2019-08-16,51.07,51.790001,50.959999,51.625,50.347588,110481600
2019-08-19,52.654999,53.182499,52.5075,52.587502,51.286278,97654400
2019-08-20,52.720001,53.337502,52.580002,52.59,51.288715,107537200
2019-08-21,53.247501,53.412498,52.900002,53.16,51.844608,86141600
2019-08-22,53.297501,53.610001,52.6875,53.115002,51.800724,89014800
2019-08-23,52.357498,53.012501,50.25,50.66,49.406467,187272000
2019-08-26,51.465,51.797501,51.264999,51.622501,50.345154,104174400
2019-08-27,51.965,52.137501,50.8825,51.040001,49.777065,103493200
2019-08-28,51.025002,51.43,50.830002,51.3825,50.111095,63755200
2019-08-29,52.125,52.330002,51.665001,52.252499,50.95956,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,50.893738,84573600
2019-09-03,51.607498,51.744999,51.055,51.424999,50.152538,80092000
2019-09-04,52.0975,52.369999,51.830002,52.297501,51.003445,76752400
2019-09-05,53.0,53.4925,52.877499,53.32,52.000645,95654800
2019-09-06,53.512501,53.605,53.127499,53.314999,51.99577,77449200
2019-09-09,53.709999,54.110001,52.767502,53.5425,52.217644,109237600
2019-09-10,53.465,54.195,52.927502,54.174999,52.834492,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.514374,177158400
2019-09-12,56.200001,56.605,55.715,55.772499,54.392467,128906800
2019-09-13,55.0,55.197498,54.255001,54.6875,53.334316,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,53.614697,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,53.809746,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.314449,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,53.873142,88242400
2019-09-20,55.345001,55.639999,54.3675,54.432499,53.085613,221652400
2019-09-23,54.737499,54.959999,54.412498,54.68,53.326992,76662000
2019-09-24,55.2575,55.622501,54.297501,54.419998,53.073425,124763200
2019-09-25,54.637501,55.375,54.285,55.2575,53.890209,87613600
2019-09-26,55.0,55.235001,54.7075,54.9725,53.612255,75334000
2019-09-27,55.134998,55.240002,54.32,54.705002,53.351383,101408000
2019-09-30,55.224998,56.145,55.197498,55.9925,54.607025,103909600
2019-10-01,56.267502,57.055,56.049999,56.147499,54.758183,139223200
2019-10-02,55.764999,55.895,54.482498,54.740002,53.385513,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,53.839008,114426000
2019-10-04,56.41,56.872501,55.9725,56.752499,55.348213,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,55.360405,122306000
2019-10-08,56.455002,57.014999,56.0825,56.099998,54.711861,111820000
2019-10-09,56.7575,56.947498,56.41,56.7575,55.353092,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.099155,113013600
2019-10-11,58.237499,59.41,58.077499,59.052502,57.591312,166795600
2019-10-14,58.724998,59.532501,58.6675,58.967499,57.508411,96427600
2019-10-15,59.0975,59.412498,58.720001,58.830002,57.374313,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.142685,73903200
2019-10-17,58.772499,59.037498,58.380001,58.82,57.364559,67585200
2019-10-18,58.647499,59.395,58.572498,59.102501,57.640068,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,58.639698,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,58.505608,82293600
2019-10-23,60.525002,60.810001,60.305,60.794998,59.290688,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895,59.388214,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645,60.119656,73477200
2019-10-28,61.855,62.3125,61.68,62.262501,60.721882,96572800
2019-10-29,62.2425,62.4375,60.642502,60.822498,59.317513,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,59.310192,124522000
2019-10-31,61.810001,62.2925,59.314999,62.189999,60.651169,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,62.372505,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375,62.782101,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,62.691898,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,62.718712,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,63.442558,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,63.616196,69986400
2019-11-11,64.574997,65.6175,64.57,65.550003,64.119965,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,64.061264,87388800
2019-11-13,65.282501,66.195,65.267502,66.1175,64.675087,102734400
2019-11-14,65.9375,66.220001,65.525002,65.660004,64.22757,89182800
2019-11-15,65.919998,66.445,65.752502,66.440002,64.990547,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,65.318222,86703200
2019-11-19,66.974998,67.0,66.347504,66.572502,65.12014,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,64.362053,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.073502,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445,64.017258,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.139717,84020400
2019-11-26,66.735001,66.790001,65.625,66.072502,64.631065,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,65.499199,65235600
2019-11-29,66.650002,67.0,66.474998,66.8125,65.354912,46617600
2019-12-02,66.817497,67.0625,65.862503,66.040001,64.599266,94487200
2019-12-03,64.577499,64.8825,64.072502,64.862503,63.447456,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.007469,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,64.94651,74424400
2019-12-06,66.870003,67.75,66.824997,67.677498,66.201042,106075600
2019-12-09,67.5,67.699997,66.227501,66.730003,65.274216,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,65.655701,90420400
2019-12-11,67.202499,67.775002,67.125,67.692497,66.215714,78756800
2019-12-12,66.945,68.139999,66.830002,67.864998,66.38446,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.286835,133587600
2019-12-16,69.25,70.197502,69.245003,69.964996,68.438637,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,68.573158,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,68.409279,116028400
2019-12-19,69.875,70.294998,69.737503,70.004997,68.477768,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.33593,275978000
2019-12-23,70.1325,71.0625,70.092499,71.0,69.451065,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,69.517082,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,70.896339,93121200
2019-12-27,72.779999,73.4925,72.029999,72.449997,70.869415,146266000
2019-12-30,72.364998,73.172501,71.305,72.879997,71.290047,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,71.810928,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,73.449387,135480400
2020-01-03,74.287498,75.144997,74.125,74.357498,72.735313,146322800
2020-01-06,73.447502,74.989998,73.1875,74.949997,73.314888,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,72.970093,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.143906,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,75.718781,170108400
2020-01-10,77.650002,78.167503,77.0625,77.582497,75.889961,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,77.511292,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,76.464645,161954400
2020-01-15,77.962502,78.875,77.387497,77.834999,76.136955,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,77.090668,108829200
2020-01-17,79.067497,79.684998,78.75,79.682503,77.944145,137816400
2020-01-21,79.297501,79.754997,79.0,79.142502,77.415932,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,77.692268,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,78.066414,104472000
2020-01-24,80.0625,80.832497,79.379997,79.577499,77.841431,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,75.55249,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,77.689819,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,79.316048,216229200
2020-01-30,80.135002,81.022499,79.6875,80.967499,79.201118,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,75.689438,199588400
2020-02-03,76.074997,78.372498,75.555,77.165001,75.481575,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,77.973488,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,78.609314,118826800
2020-02-06,80.642502,81.305,80.065002,81.302498,79.528801,105425600
2020-02-07,80.592499,80.849998,79.5,80.0075,78.447792,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,78.820389,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,78.344833,94323200
2020-02-12,80.3675,81.805,80.3675,81.800003,80.205353,113730400
2020-02-13,81.047501,81.555,80.837502,81.217499,79.634209,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,79.653801,80113600
2020-02-18,78.839996,79.9375,78.652496,79.75,78.195313,152531200
2020-02-19,80.0,81.142502,80.0,80.904999,79.327805,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,78.513992,100566000
2020-02-21,79.654999,80.112503,77.625,78.262497,76.736801,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.091789,222195200
2020-02-25,75.237503,75.6325,71.532501,72.019997,70.61602,230673600
2020-02-26,71.6325,74.470001,71.625,73.162498,71.736229,198054800
2020-02-27,70.275002,71.5,68.239998,68.379997,67.046967,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.007736,426510000
2020-03-02,70.57,75.360001,69.43,74.702499,73.246216,341397200
2020-03-03,75.917503,76.0,71.449997,72.330002,70.91996,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.209549,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,71.802414,187572800
2020-03-06,70.5,72.705002,70.307503,72.2575,70.848892,226176800
2020-03-09,65.9375,69.522499,65.75,66.542503,65.245293,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,69.944359,285290000
2020-03-11,69.347504,70.305,67.964996,68.857498,67.515152,255598800
2020-03-12,63.985001,67.5,62.0,62.057499,60.847721,418474000
2020-03-13,66.222504,69.980003,63.237499,69.4925,68.137779,370732000
2020-03-16,60.487499,64.769997,60.0,60.552502,59.372063,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215,61.982655,324056000
2020-03-18,59.942501,62.5,59.279999,61.6675,60.465317,300233600
2020-03-19,61.8475,63.209999,60.6525,61.195,60.002029,271857200
2020-03-20,61.794998,62.9575,57.0,57.310001,56.192772,401693200
2020-03-23,57.02,57.125,53.1525,56.092499,54.999008,336752800
2020-03-24,59.09,61.922501,58.575001,61.720001,60.516804,287531200
2020-03-25,62.6875,64.5625,61.075001,61.380001,60.183422,303602000
2020-03-26,61.630001,64.669998,61.59,64.610001,63.350456,252087200
2020-03-27,63.1875,63.967499,61.762501,61.935001,60.727612,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.460655,167976400
2020-03-31,63.900002,65.622498,63.0,63.572498,62.333179,197002000
2020-04-01,61.625,62.18,59.782501,60.227501,59.053398,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.038811,165934000
2020-04-03,60.700001,61.424999,59.7425,60.352501,59.175964,129880000
2020-04-06,62.724998,65.777496,62.345001,65.6175,64.338326,201820400
2020-04-07,67.699997,67.925003,64.75,64.857498,63.593132,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.220802,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,65.691406,161834800
2020-04-13,67.077499,68.425003,66.457497,68.3125,66.980782,131022800
2020-04-14,70.0,72.0625,69.512497,71.762497,70.363525,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,69.721306,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.275284,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.321739,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,67.882843,130015200
